dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,28.504202,4.388039,32.354280,9.124206,-3.828075,-1.857325,1.295788
0.020000,28.552491,4.562414,32.535217,9.046861,-3.867251,-1.958813,1.305437
0.020000,28.598712,4.735675,32.714538,8.966046,-4.040772,-8.676004,1.314710
0.020000,28.642966,4.907834,32.892293,8.887752,-3.914688,6.304200,1.323629
0.020000,28.685313,5.078762,33.068389,8.804810,-4.147097,-11.620463,1.332208
0.020000,28.725843,5.248466,33.242865,8.723831,-4.048967,4.906502,1.340466
0.020000,28.764628,5.416891,33.415698,8.641633,-4.109856,-3.044463,1.348418
0.020000,28.801731,5.583963,33.586841,8.557129,-4.225226,-5.768494,1.356077
0.020000,28.837223,5.749658,33.756295,8.472704,-4.221267,0.197926,1.363458
0.020000,28.871171,5.913946,33.924053,8.387891,-4.240627,-0.967999,1.370573
0.020000,28.903634,6.076788,34.090099,8.302338,-4.277672,-1.852219,1.377435
0.020000,28.934674,6.238154,34.254423,8.216192,-4.307297,-1.481256,1.384056
0.020000,28.964348,6.398015,34.417015,8.129596,-4.329784,-1.124337,1.390446
0.020000,28.992706,6.556319,34.577839,8.041214,-4.419107,-4.466171,1.396614
0.020000,29.019803,6.713057,34.736902,7.953127,-4.404329,0.738875,1.402572
0.020000,29.045693,6.868219,34.894210,7.865395,-4.386603,0.886340,1.408328
0.020000,29.070423,7.021776,35.049745,7.776752,-4.432166,-2.278181,1.413891
0.020000,29.094034,7.173673,35.203467,7.686084,-4.533381,-5.060742,1.419268
0.020000,29.116581,7.323957,35.355432,7.598260,-4.391193,7.109385,1.424469
0.020000,29.138094,7.472520,35.505545,7.505654,-4.630327,-11.956692,1.429498
0.020000,29.158626,7.619433,35.653885,7.417026,-4.431382,9.947242,1.434366
0.020000,29.178208,7.764617,35.800384,7.324933,-4.604634,-8.662586,1.439076
0.020000,29.196881,7.908084,35.945061,7.233840,-4.554668,2.498299,1.443635
0.020000,29.214685,8.049832,36.087923,7.143131,-4.535470,0.959891,1.448051
0.020000,29.231651,8.189828,36.228943,7.050986,-4.607242,-3.588594,1.452327
0.020000,29.247811,8.328044,36.368101,6.957893,-4.654636,-2.369691,1.456469
0.020000,29.263201,8.464496,36.505418,6.865835,-4.602895,2.587073,1.460482
0.020000,29.277852,8.599168,36.640884,6.773337,-4.624894,-1.099949,1.464371
0.020000,29.291794,8.732048,36.774494,6.680473,-4.643206,-0.915618,1.468141
0.020000,29.305054,8.863125,36.906240,6.587314,-4.657953,-0.737357,1.471795
0.020000,29.317662,8.992390,37.036119,6.493929,-4.669257,-0.565184,1.475338
0.020000,29.329643,9.119836,37.164127,6.400384,-4.677239,-0.399095,1.478774
0.020000,29.341024,9.245457,37.290261,6.306744,-4.682020,-0.239071,1.482106
0.020000,29.351830,9.369247,37.414523,6.213069,-4.683722,-0.085074,1.485337
0.020000,29.362084,9.491192,37.536898,6.118774,-4.714795,-1.553661,1.488472
0.020000,29.371807,9.611265,37.657364,6.023280,-4.774694,-2.994947,1.491512
0.020000,29.381025,9.729495,37.775952,5.929416,-4.693204,4.074483,1.494462
0.020000,29.389758,9.845882,37.892667,5.835744,-4.683588,0.480808,1.497324
0.020000,29.398026,9.960380,38.007463,5.739777,-4.798331,-5.737176,1.500101
0.020000,29.405848,10.073007,38.120361,5.644916,-4.743049,2.764138,1.502795
0.020000,29.413247,10.183786,38.231387,5.551303,-4.680679,3.118461,1.505410
0.020000,29.420236,10.292637,38.340463,5.453779,-4.876199,-9.775985,1.507946
0.020000,29.426838,10.399653,38.447682,5.360955,-4.641180,11.750959,1.510407
0.020000,29.433065,10.504727,38.552940,5.262928,-4.901378,-13.009888,1.512794
0.020000,29.438939,10.607955,38.656335,5.169747,-4.659019,12.117959,1.515111
0.020000,29.444471,10.709246,38.757777,5.072087,-4.883013,-11.199713,1.517358
0.020000,29.449680,10.808657,38.857325,4.977400,-4.734330,7.434146,1.519537
0.020000,29.454580,10.906179,38.954969,4.882230,-4.758525,-1.209781,1.521652
0.020000,29.459182,11.001758,39.050659,4.784466,-4.888213,-6.484380,1.523702
0.020000,29.463504,11.095447,39.144448,4.689468,-4.749892,6.916072,1.525690
0.020000,29.467559,11.187240,39.236330,4.594092,-4.768802,-0.945499,1.527617
0.020000,29.471357,11.277100,39.326271,4.497047,-4.852252,-4.172517,1.529485
0.020000,29.474912,11.365033,39.414275,4.400204,-4.842140,0.505577,1.531295
0.020000,29.478236,11.451054,39.500360,4.304256,-4.797402,2.236898,1.533049
0.020000,29.481340,11.535158,39.584522,4.208076,-4.808978,-0.578757,1.534748
0.020000,29.484236,11.617341,39.666756,4.111700,-4.818816,-0.491916,1.536394
0.020000,29.486935,11.697599,39.747059,4.015161,-4.826950,-0.406701,1.537986
0.020000,29.489445,11.775928,39.825429,3.918493,-4.833412,-0.323119,1.539527
0.020000,29.491778,11.852327,39.901863,3.821728,-4.838236,-0.241174,1.541018
0.020000,29.493942,11.926794,39.976361,3.724899,-4.841453,-0.160867,1.542460
0.020000,29.495947,11.999327,40.048922,3.628037,-4.843097,-0.082201,1.543853
0.020000,29.497802,12.069926,40.119545,3.531173,-4.843201,-0.005175,1.545198
0.020000,29.499516,12.138591,40.188232,3.434337,-4.841796,0.070215,1.546498
0.020000,29.501096,12.205324,40.254983,3.337559,-4.838917,0.143970,1.547751
0.020000,29.502550,12.270125,40.319801,3.240867,-4.834595,0.216097,1.548961
0.020000,29.503886,12.332996,40.382686,3.144289,-4.828863,0.286600,1.550126
0.020000,29.505111,12.393902,40.443604,3.045889,-4.920015,-4.557602,1.551248
0.020000,29.506232,12.452865,40.502578,2.948700,-4.859471,3.027201,1.552327
0.020000,29.507256,12.509902,40.559624,2.852305,-4.819718,1.987643,1.553365
0.020000,29.508189,12.565017,40.614747,2.756135,-4.808543,0.558777,1.554362
0.020000,29.509037,12.618144,40.667881,2.656702,-4.971644,-8.155060,1.555318
0.020000,29.509806,12.669346,40.719089,2.560390,-4.815559,7.804266,1.556234
0.020000,29.510502,12.718632,40.768380,2.464544,-4.792344,1.160731,1.557112
0.020000,29.511130,12.765934,40.815686,2.365295,-4.962452,-8.505429,1.557950
0.020000,29.511695,12.811378,40.861134,2.272406,-4.644444,15.900450,1.558751
0.020000,29.512204,12.854942,40.904701,2.178341,-4.703246,-2.940128,1.559516
0.020000,29.512659,12.896697,40.946458,2.087857,-4.524191,8.952752,1.560246
0.020000,29.513067,12.936665,40.986428,1.998514,-4.467133,2.852886,1.560942
0.020000,29.513431,12.974893,41.024658,1.911499,-4.350756,5.818876,1.561605
0.020000,29.513755,13.011409,41.061175,1.825841,-4.282886,3.393487,1.562236
0.020000,29.514043,13.046277,41.096044,1.743475,-4.118315,8.228562,1.562836
0.020000,29.514298,13.079486,41.129254,1.660503,-4.148619,-1.515230,1.563406
0.020000,29.514523,13.111146,41.160915,1.583035,-3.873365,13.762706,1.563948
0.020000,29.514722,13.141216,41.190985,1.503520,-3.975765,-5.119997,1.564461
0.020000,29.514896,13.169790,41.219560,1.428746,-3.738727,11.851934,1.564946
0.020000,29.515048,13.196921,41.246691,1.356536,-3.610482,6.412212,1.565406
0.020000,29.515181,13.222564,41.272334,1.282167,-3.718457,-5.398756,1.565840
0.020000,29.515296,13.246835,41.296607,1.213606,-3.428031,14.521322,1.566250
0.020000,29.515396,13.269771,41.319543,1.146817,-3.339443,4.429404,1.566636
0.020000,29.515482,13.291365,41.341137,1.079691,-3.356303,-0.843012,1.566998
0.020000,29.515556,13.311675,41.361447,1.015491,-3.210000,7.315164,1.567339
0.020000,29.515619,13.330760,41.380532,0.954255,-3.061807,7.409658,1.567658
0.020000,29.515672,13.348656,41.398428,0.894835,-2.971008,4.539925,1.567957
0.020000,29.515717,13.365379,41.415151,0.836148,-2.934329,1.833971,1.568236
0.020000,29.515755,13.380962,41.430734,0.779135,-2.850674,4.182760,1.568495
0.020000,29.515787,13.395470,41.445242,0.725405,-2.686484,8.209464,1.568736
0.020000,29.515813,13.408941,41.458713,0.673537,-2.593401,4.654185,1.568960
